id,name,city,country,iata,icao,latitude,longitude,altitude,timezone,tz_timezone
3274,Pinang Kampai Airport,Dumai,Indonesia,DUM,WIBD,1.60919,101.433998,16,+07:00,WIB
3275,Soekarno-Hatta International Airport,Jakarta,Indonesia,CGK,WIII,-6.1255698204,106.65599823,10,+07:00,WIB
3276,Binaka Airport,Gunungsitoli,Indonesia,GNS,WIMB,1.16638,97.704697,6,+07:00,WIB
3277,Aek Godang,Padang Sidempuan,Indonesia,,WIME,1.400103,99.430453,922,7,N
3278,Minangkabau International Airport,Padang,Indonesia,PDG,WIEE,-0.786917,100.280998,5,+07:00,WIB
3279,Soewondo Air Force Base,Medan,Indonesia,MES,WIMK,3.559167,98.671111,34,+07:00,WIB
3280,Dr Ferdinand Lumban Tobing,Sibolga,Indonesia,,WIMS,1.555944,98.888908,43,7,N
3281,Nanga Pinoh I,Nangapinoh,Indonesia,,WIOG,-0.348869,111.747606,123,7,N
3282,Ketapang(Rahadi Usman) Airport,Ketapang,Indonesia,KTG,WIOK,-1.8166400194168,109.96299743652,14,+07:00,WIB
3284,Supadio Airport,Pontianak,Indonesia,PNK,WIOO,-0.15071099996567,109.40399932861,3,+07:00,WIB
3287,Sultan Thaha Airport,Jambi,Indonesia,DJB,WIJJ,-1.63802,103.643997,24,+08:00,WITA
3288,Fatmawati Soekarno Airport,Bengkulu,Indonesia,BKS,WIGG,-3.8637,102.338997,15,+07:00,WIB
3289,Sultan Mahmud Badaruddin II Airport,Palembang,Indonesia,PLM,WIPP,-2.8982501029968,104.69999694824,14,+07:00,WIB
3291,Japura Airport,Rengat,Indonesia,RGT,WIPR,-0.35280799865723,102.33499908447,18,+07:00,WIB
3292,Lhok Sukon,Lhok Sukon,Indonesia,,WITL,5.069506,97.259192,28,7,N
3294,Sultan Iskandar Muda International Airport,Banda Aceh,Indonesia,BTJ,WITT,5.52287202401,95.4206371307,19,+07:00,WIB
3295,Kluang,Kluang,Malaysia,,WMAP,2.041394,103.307394,150,8,N
3296,Sultan Abdul Halim Airport,Alor Setar,Malaysia,AOR,WMKA,6.189670085907,100.39800262451,4,+08:00,+08
3297,Butterworth,Butterworth,Malaysia,,WMKB,5.465917,100.391167,11,8,N
3298,Sultan Ismail Petra Airport,Kota Bharu,Malaysia,KBR,WMKC,6.1668500900269,102.29299926758,4,+08:00,+08
3299,Kuantan Airport,Kuantan,Malaysia,KUA,WMKD,3.7753899097443,103.20899963379,17,+08:00,+08
3300,Kerteh Airport,Kertih,Malaysia,KTE,WMKE,4.5372200012207,103.42700195312,5,+08:00,+08
3301,Simpang,Simpang,Malaysia,,WMKF,3.11225,101.70275,111,8,N
3302,Sultan Azlan Shah Airport,Ipoh,Malaysia,IPH,WMKI,4.5679697990417,101.09200286865,39,+08:00,+08
3303,Senai International Airport,Johor Bahru,Malaysia,JHB,WMKJ,1.64131,103.669998,41,+08:00,+08
3304,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,KUL,WMKK,2.745579957962,101.70999908447,21,+08:00,+08
3305,Langkawi International Airport,Kuah,Malaysia,LGK,WMKL,6.3297300338745,99.728698730469,8,+08:00,+08
3306,Malacca Airport,Malacca,Malaysia,MKZ,WMKM,2.2633600235,102.251998901,10,+08:00,+08
3307,Sultan Mahmud Airport,Kuala Terengganu,Malaysia,TGG,WMKN,5.3826398849487,103.10299682617,6,+08:00,+08
3308,Penang International Airport,Pulau Pinang,Malaysia,PEN,WMKP,5.29714012146,100.27700042725,3,+08:00,+08
3309,Suai,Suai,East Timor,,WPDB,-9.303306,125.286753,96,9,U
3310,Presidente Nicolau Lobato International Airport,Dili,Timor Leste,DIL,WPDL,-8.54640007019,125.526000977,46,+09:00,+09
3311,Cakung,Baucau,East Timor,,WPEC,-8.485547,126.399389,1777,9,U
3312,Sembawang,Sembawang,Singapore,,WSAG,1.425264,103.812806,86,8,N
3313,Paya Lebar Air Base,Singapore,Singapore,QPG,WSAP,1.3604199886322,103.91000366211,19,+08:00,+08
3314,Tengah,Tengah,Singapore,,WSAT,1.387258,103.708719,50,8,N
3315,Seletar Airport,Singapore,Singapore,XSP,WSSL,1.4169499874115,103.86799621582,10,+08:00,+08
3316,Singapore Changi Airport,Singapore,Singapore,SIN,WSSS,1.35019,103.994003,6,+08:00,+08
3317,Brisbane Archerfield,Brisbane,Australia,,YBAF,-27.570278,153.008056,63,10,O
3318,Northern Peninsula Airport,Bamaga,Australia,ABM,YNPE,-10.9508,142.459,10,+10:00,AEST
3319,Alice Springs Airport,Alice Springs,Australia,ASP,YBAS,-23.806699752808,133.90199279785,545,+09:30,ACST
3320,Brisbane International Airport,Brisbane,Australia,BNE,YBBN,-27.384199142456,153.11700439453,3,+10:00,AEST
3321,Gold Coast Airport,Gold Coast,Australia,OOL,YBCG,-28.1644001007,153.505004883,6,+10:00,AEST
3322,Cairns International Airport,Cairns,Australia,CNS,YBCS,-16.885799408,145.755004883,3,+10:00,AEST
3323,Charleville Airport,Charleville,Australia,CTL,YBCV,-26.4132995605,146.261993408,305,+10:00,AEST
3324,Mount Isa Airport,Mount Isa,Australia,ISA,YBMA,-20.6639003754,139.488998413,341,+10:00,AEST
3325,Sunshine Coast Airport,Sunshine Coast,Australia,MCY,YBSU,-26.6033,153.091003,4,+10:00,AEST
3326,Mackay Airport,Mackay,Australia,MKY,YBMK,-21.1716995239,149.179992676,5,+10:00,AEST
3328,Proserpine Whitsunday Coast Airport,Proserpine,Australia,PPP,YBPN,-20.4950008392,148.552001953,24,+10:00,AEST
3329,Rockhampton Airport,Rockhampton,Australia,ROK,YBRK,-23.3819007874,150.475006104,10,+10:00,AEST
3330,Townsville Airport,Townsville,Australia,TSV,YBTL,-19.252500534058,146.76499938965,5,+10:00,AEST
3331,Weipa Airport,Weipa,Australia,WEI,YBWP,-12.6786003113,141.925003052,19,+10:00,AEST
3332,Avalon Airport,Melbourne,Australia,AVV,YMAV,-38.039398,144.468994,10,+10:00,AEST
3333,Albury Airport,Albury,Australia,ABX,YMAY,-36.067798614502,146.95799255371,164,+10:00,AEST
3334,Melbourne Essendon Airport,Melbourne,Australia,MEB,YMEN,-37.7281,144.901993,85,+10:00,AEST
3335,East Sale,East Sale,Australia,,YMES,-38.098889,147.149444,23,10,O
3336,Hobart International Airport,Hobart,Australia,HBA,YMHB,-42.836101532,147.509994507,3,+10:00,AEST
3337,Launceston Airport,Launceston,Australia,LST,YMLT,-41.54529953,147.214004517,171,+10:00,AEST
3338,Melbourne Moorabbin Airport,Melbourne,Australia,MBW,YMMB,-37.975799560547,145.10200500488,15,+10:00,AEST
3339,Melbourne International Airport,Melbourne,Australia,MEL,YMML,-37.673302,144.843002,132,+10:00,AEST
3340,Point Cook,Point Cook,Australia,,YMPC,-37.932222,144.753333,14,10,O
3341,Adelaide International Airport,Adelaide,Australia,ADL,YPAD,-34.945,138.531006,6,+09:30,ACST
3343,Edinburgh,Edinburgh,Australia,,YPED,-34.7025,138.620833,67,9.5,O
3344,Perth Jandakot Airport,Perth,Australia,JAD,YPJT,-32.097499847412,115.8809967041,30,+08:00,AWST
3345,Karratha Airport,Karratha,Australia,KTA,YPKA,-20.7122001648,116.773002625,8,+08:00,AWST
3346,Kalgoorlie Boulder Airport,Kalgoorlie,Australia,KGI,YPKG,-30.7894001007,121.461997986,366,+08:00,AWST
3347,Kununurra Airport,Kununurra,Australia,KNX,YPKU,-15.7781000137,128.707992554,44,+08:00,AWST
3348,Learmonth Airport,Learmonth,Australia,LEA,YPLM,-22.2355995178,114.088996887,5,+08:00,AWST
3349,Port Hedland International Airport,Port Hedland,Australia,PHE,YPPD,-20.3777999878,118.625999451,10,+08:00,AWST
3350,Adelaide Parafield,Adelaide,Australia,,YPPF,-34.793333,138.633056,57,9.5,O
3351,Perth International Airport,Perth,Australia,PER,YPPH,-31.940299987793,115.96700286865,20,+08:00,AWST
3352,Woomera Airfield,Woomera,Australia,UMR,YPWR,-31.144199371338,136.81700134277,167,+09:30,ACST
3353,Christmas Island Airport,Christmas Island,Christmas Island,XCH,YPXM,-10.45059967041,105.69000244141,279,+07:00,+07
3354,Sydney Bankstown Airport,Sydney,Australia,BWU,YSBK,-33.92440032959,150.9880065918,8,+10:00,AEST
3355,Canberra International Airport,Canberra,Australia,CBR,YSCB,-35.306900024414,149.19500732422,574,+10:00,AEST
3356,Coffs Harbour Airport,Coffs Harbour,Australia,CFS,YCFS,-30.320601,153.115997,5,+10:00,AEST
3357,Camden Airport,Camden,Australia,CDU,YSCN,-34.040298461914,150.68699645996,70,+10:00,AEST
3358,Dubbo City Regional Airport,Dubbo,Australia,DBO,YSDU,-32.2167015076,148.574996948,284,+10:00,AEST
3359,Norfolk Island International Airport,Norfolk Island,Norfolk Island,NLK,YSNF,-29.041599273682,167.93899536133,113,+11:00,+11
3360,Richmond Airport,Richmond,Australia,RCM,YRMD,-20.701900482178,143.11500549316,206,+10:00,AEST
3361,Sydney Kingsford Smith International Airport,Sydney,Australia,SYD,YSSY,-33.946098327637,151.17700195312,6,+10:00,AEST
3362,Tamworth Airport,Tamworth,Australia,TMW,YSTW,-31.0839004517,150.847000122,406,+10:00,AEST
3363,Wagga Wagga City Airport,Wagga Wagga,Australia,WGA,YSWG,-35.1652984619,147.466003418,220,+10:00,AEST
3364,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.080101013184,116.58499908447,35,+08:00,CST
3366,Dongshan Airport,Hailar,China,HLD,ZBLA,49.2050018311,119.824996948,661,+08:00,CST
3368,Tianjin Binhai International Airport,Tianjin,China,TSN,ZBTJ,39.1244010925,117.346000671,3,+08:00,CST
3369,Taiyuan Wusu Airport,Taiyuan,China,TYN,ZBYN,37.746898651123,112.62799835205,784,+08:00,CST
3370,Guangzhou Baiyun International Airport,Guangzhou,China,CAN,ZGGG,23.392400741577,113.29900360107,15,+08:00,CST
3371,Changsha Huanghua International Airport,Changsha,China,CSX,ZGHA,28.1891994476,113.220001221,66,+08:00,CST
3372,Guilin Liangjiang International Airport,Guilin,China,KWL,ZGKL,25.218099594116,110.03900146484,173,+08:00,CST
3373,Nanning Wuxu Airport,Nanning,China,NNG,ZGNN,22.608299255371,108.17199707031,128,+08:00,CST
3374,Shenzhen Bao'an International Airport,Shenzhen,China,SZX,ZGSZ,22.6392993927,113.81099700928,3,+08:00,CST
3375,Zhengzhou Xinzheng International Airport,Zhengzhou,China,CGO,ZHCC,34.5196990967,113.841003418,150,+08:00,CST
3376,Wuhan Tianhe International Airport,Wuhan,China,WUH,ZHHH,30.7838,114.208,34,+08:00,CST
3377,Pyongyang Sunan International Airport,Pyongyang,North Korea,FNJ,ZKPY,39.224098,125.669998,35,+09:00,KST
3378,Zhongchuan,Lanzhou,China,ZGC,ZLLL,36.515242,103.620775,6388,8,U
3379,Xi'an Xianyang International Airport,Xi’an,China,XIY,ZLXY,34.447102,108.751999,479,+08:00,CST
3380,Buyant-Ukhaa International Airport,Ulan Bator,Mongolia,ULN,ZMUB,47.843102,106.766998,1330,+08:00,+08
3381,Gasa,Jinghonggasa,China,,ZPJH,21.973914,100.759611,1815,8,U
3382,Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,25.1019444,102.9291667,2103,+08:00,CST
3383,Xiamen Gaoqi International Airport,Xiamen,China,XMN,ZSAM,24.54400062561,118.12799835205,17,+08:00,CST
3384,Nanchang Changbei International Airport,Nanchang,China,KHN,ZSCN,28.864999771118,115.90000152588,43,+08:00,CST
3385,Fuzhou Changle International Airport,Fuzhou,China,FOC,ZSFZ,25.93510055542,119.66300201416,14,+08:00,CST
3386,Hangzhou Xiaoshan International Airport,Hangzhou,China,HGH,ZSHC,30.229499816895,120.43399810791,7,+08:00,CST
3387,Ningbo Lishe International Airport,Ningbo,China,NGB,ZSNB,29.826700210571,121.46199798584,3,+08:00,CST
3388,Nanjing Lukou Airport,Nanjing,China,NKG,ZSNJ,31.742000579834,118.86199951172,14,+08:00,CST
3389,Hefei Luogang International Airport,Hefei,China,HFE,ZSOF,31.780000686646,117.297996521,32,+08:00,CST
3390,Liuting Airport,Qingdao,China,TAO,ZSQD,36.2661018372,120.374000549,10,+08:00,CST
3391,Shanghai Hongqiao International Airport,Shanghai,China,SHA,ZSSS,31.197900772095,121.33599853516,3,+08:00,CST
3392,Yantai Penglai International Airport,Yantai,China,YNT,ZSYT,37.65722,120.9872,46,+08:00,CST
3393,Chongqing Jiangbei International Airport,Chongqing,China,CKG,ZUCK,29.719200134277,106.64199829102,416,+08:00,CST
3394,Longdongbao Airport,Guiyang,China,KWE,ZUGY,26.538499832153,106.80100250244,1138,+08:00,CST
3395,Chengdu Shuangliu International Airport,Chengdu,China,CTU,ZUUU,30.578500747681,103.94699859619,495,+08:00,CST
3396,Xichang Qingshan Airport,Xichang,China,XIC,ZUXC,27.989099502563,102.18399810791,1558,+08:00,CST
3397,Kashgar Airport,Kashi,China,KHG,ZWSH,39.5429000854,76.0199966431,1380,+08:00,CST
3398,Hotan Airport,Hotan,China,HTN,ZWTN,37.038501739502,79.864898681641,1423,+06:00,+06
3399,Ürümqi Diwopu International Airport,Ürümqi,China,URC,ZWWW,43.90710067749,87.474197387695,647,+06:00,+06
3400,Taiping Airport,Harbin,China,HRB,ZYHB,45.623401641846,126.25,139,+08:00,CST
3402,Hailang,Mudanjiang,China,,ZYMD,44.524072,129.568972,883,8,U
3404,Zhoushuizi Airport,Dalian,China,DLC,ZYTL,38.965698242188,121.53900146484,32,+08:00,CST
3406,Shanghai Pudong International Airport,Shanghai,China,PVG,ZSPD,31.143400192261,121.80500030518,3,+08:00,CST
3407,Pulau Tioman Airport,Pulau Tioman,Malaysia,TOD,WMBT,2.8181800842285,104.16000366211,4,+08:00,+08
3408,Sultan Abdul Aziz Shah International Airport,Kuala Lumpur,Malaysia,SZB,WMSA,3.1305799484253,101.54900360107,27,+08:00,+08
3409,Noto Airport,Wajima,Japan,NTQ,RJNW,37.2930984497,136.962005615,218,+09:00,JST
3410,Borg El Arab International Airport,Alexandria,Egypt,HBE,HEBA,30.917699813843,29.696399688721,53,+02:00,EET
3411,Barter Island LRRS Airport,Barter Island,United States,BTI,PABA,70.1340026855,-143.582000732,0,-08:00,AKDT
3412,Wainwright As,Fort Wainwright,United States,K03,PAWT,70.613378,-159.86035,35,-9,A
3413,Cape Lisburne LRRS Airport,Wevok,United States,LUR,PALU,68.87509918,-166.1100006,4,-08:00,AKDT
3414,Point Lay LRRS Airport,Point Lay,United States,PIZ,PPIZ,69.73290253,-163.0050049,6,-08:00,AKDT
3415,Hilo International Airport,Hilo,United States,ITO,PHTO,19.721399307251,-155.04800415039,11,-10:00,HST
3416,Orlando Executive Airport,Orlando,United States,ORL,KORL,28.5455,-81.332901,34,-04:00,EDT
3417,Bettles Airport,Bettles,United States,BTT,PABT,66.91390228,-151.529007,197,-08:00,AKDT
3418,Clear,Clear Mews,United States,Z84,PACL,64.301203,-149.120144,552,-9,A
3419,Indian Mountain LRRS Airport,Utopia Creek,United States,UTO,PAIM,65.99279785,-153.7039948,387,-08:00,AKDT
3420,Fort Yukon Airport,Fort Yukon,United States,FYU,PFYU,66.571502685547,-145.25,131,-08:00,AKDT
3421,Sparrevohn LRRS Airport,Lime Village,United States,SVW,PASV,61.09740067,-155.5740051,483,-08:00,AKDT
3422,Bryant Army Heliport,Anchorage,United States,FRN,PAFR,61.26639938,-149.6529999,115,-08:00,AKDT
3423,Tatalina LRRS Airport,Takotna,United States,TLJ,PATL,62.8944015503,-155.977005005,293,-08:00,AKDT
3424,Cape Romanzof LRRS Airport,Aniktun Island,United States,CZF,PACZ,61.78030014,-166.0390015,141,-08:00,AKDT
3425,Laurence G Hanscom Field,Bedford,United States,BED,KBED,42.47000122,-71.28900146,40,-04:00,EDT
3426,St Paul Island Airport,Saint Paul Island,United States,SNP,PASN,57.167301177979,-170.2200012207,19,-09:00,HDT
3427,Cape Newenham LRRS Airport,Bird Rock,United States,EHM,PAEH,58.6464004517,-162.06300354,164,-08:00,AKDT
3428,Porto dos Gaúchos Airport,Porto dos Gaúchos,Brazil,PBV,SWPG,-11.5404,-57.3782,399,-04:00,-04
3429,Iliamna Airport,Iliamna,United States,ILI,PAIL,59.75439835,-154.9109955,58,-08:00,AKDT
3430,Platinum Airport,Platinum,United States,PTU,PAPM,59.01139831543,-161.82000732422,4,-08:00,AKDT
3431,Big Mountain Airport,Kokhanok,United States,BMX,PABM,59.3611984253,-155.259002686,202,-08:00,AKDT
3432,Oscoda Wurtsmith Airport,Oscoda,United States,OSC,KOSC,44.451599,-83.394096,192,-04:00,EDT
3433,Marina Municipal Airport,Blanco,United States,OAR,KOAR,36.68190002,-121.762001,41,-07:00,PDT
3434,Sacramento Mather Airport,Sacramento,United States,MHR,KMHR,38.55390167,-121.2979965,29,-07:00,PDT
3435,Bicycle Lake Army Air Field,Fort Irwin,United States,BYS,KBYS,35.2804985046,-116.629997253,716,-07:00,PDT
3436,Twentynine Palms Eaf,Twenty Nine Palms,United States,NXP,KNXP,34.296161,-116.162203,2051,-8,A
3437,Fort Smith Regional Airport,Fort Smith,United States,FSM,KFSM,35.336601257324,-94.367401123047,142,-05:00,CDT
3438,Merrill Field,Anchorage,United States,MRI,PAMR,61.213500976562,-149.84399414062,41,-08:00,AKDT
3439,Grants-Milan Municipal Airport,Grants,United States,GNT,KGNT,35.167301178,-107.902000427,1992,-06:00,MDT
3440,Ponca City Regional Airport,Ponca City,United States,PNC,KPNC,36.73199844,-97.09980011,307,-05:00,CDT
3441,Hunter Army Air Field,Savannah,United States,SVN,KSVN,32.00999832,-81.14569855,12,-04:00,EDT
3442,Grand Forks International Airport,Grand Forks,United States,GFK,KGFK,47.949299,-97.176102,257,-05:00,CDT
3443,Pine Bluff Regional Airport, Grider Field,Pine Bluff,United States,PBF,KPBF,34.1731,-91.9356,62,-05:00,CDT
3444,Whiting Field Naval Air Station - North,Milton,United States,NSE,KNSE,30.7241993,-87.02189636,60,-04:00,EDT
3445,Hana Airport,Hana,United States,HNM,PHHN,20.795600891113,-156.01400756836,23,-10:00,HST
3446,Prescott Regional Airport - Ernest A. Love Field,Prescott,United States,PRC,KPRC,34.654499,-112.419998,1537,-07:00,MST
3447,Trenton Mercer Airport,Philadelphia,United States,TTN,KTTN,40.276699066162,-74.813499450684,64,-04:00,EDT
3448,General Edward Lawrence Logan International Airport,Boston,United States,BOS,KBOS,42.36429977,-71.00520325,6,-04:00,EDT
3449,Travis Air Force Base,Fairfield,United States,SUU,KSUU,38.262699127197,-121.92700195312,18,-07:00,PDT
3450,Griffiss International Airport,Rome,United States,RME,KRME,43.23379898,-75.40699768,153,-04:00,EDT
3451,Wendover Airport,Wendover,United States,ENV,KENV,40.7187004089,-114.03099823,1291,-06:00,MDT
3452,Mobile Downtown Airport,Mobile,United States,BFM,KBFM,30.6268005371,-88.0680999756,7,-05:00,CDT
3453,Oakland International Airport,Oakland,United States,OAK,KOAK,37.721298,-122.221001,2,-07:00,PDT
3454,Eppley Airfield,Omaha,United States,OMA,KOMA,41.3032,-95.894096,299,-05:00,CDT
3455,Port Angeles Cgas,Port Angeles,United States,NOW,KNOW,48.141481,-123.414075,13,-8,A
3456,Kahului Airport,Kahului,United States,OGG,PHOG,20.8986,-156.429993,16,-10:00,HST
3457,Wichita Eisenhower National Airport,Wichita,United States,ICT,KICT,37.649899,-97.433098,406,-05:00,CDT
3458,Kansas City International Airport,Kansas City,United States,MCI,KMCI,39.2976,-94.713898,312,-05:00,CDT
3459,Dane County Regional Truax Field,Madison,United States,MSN,KMSN,43.13990020752,-89.337501525879,270,-05:00,CDT
3460,Dillingham Airport,Dillingham,United States,DLG,PADL,59.04470062,-158.5050049,24,-08:00,AKDT
3461,Boone County Airport,Harrison,United States,HRO,KHRO,36.261501312256,-93.15470123291,416,-05:00,CDT
3462,Phoenix Sky Harbor International Airport,Phoenix,United States,PHX,KPHX,33.434299468994,-112.0120010376,345,-07:00,MST
3463,Bangor International Airport,Bangor,United States,BGR,KBGR,44.807399749756,-68.828102111816,58,-04:00,EDT
3464,Fort Lauderdale Executive Airport,Fort Lauderdale,United States,FXE,KFXE,26.1972999573,-80.1707000732,3,-04:00,EDT
3465,East Texas Regional Airport,Longview,United States,GGG,KGGG,32.38399887085,-94.711502075195,111,-05:00,CDT
3466,Anderson Regional Airport,Anderson,United States,AND,KAND,34.4945983887,-82.7093963623,238,-04:00,EDT
3467,Spokane International Airport,Spokane,United States,GEG,KGEG,47.619899749756,-117.53399658203,724,-07:00,PDT
3468,North Perry Airport,Hollywood,United States,HWO,KHWO,26.0012,-80.2407,2,-07:00,PDT
3469,San Francisco International Airport,San Francisco,United States,SFO,KSFO,37.618999481201,-122.375,3,-07:00,PDT
3470,Cut Bank International Airport,Cut Bank,United States,CTB,KCTB,48.6083984375,-112.375999451,1174,-06:00,MDT
3471,Acadiana Regional Airport,New Iberia,United States,ARA,KARA,30.0378,-91.883904,7,-05:00,CDT
3472,Gainesville Regional Airport,Gainesville,United States,GNV,KGNV,29.6900997162,-82.2717971802,46,-04:00,EDT
3473,Memphis International Airport,Memphis,United States,MEM,KMEM,35.042400360107,-89.976699829102,103,-05:00,CDT
3474,Bisbee Douglas International Airport,Douglas,United States,DUG,KDUG,31.4689998627,-109.603996277,1266,-07:00,MST
3475,Allen Army Airfield,Delta Junction,United States,BIG,PABI,63.9944992065,-145.722000122,393,-08:00,AKDT
3476,TSTC Waco Airport,Waco,United States,CNW,KCNW,31.6378002167,-97.0740966797,143,-05:00,CDT
3477,Annette Island Airport,Annette Island,United States,ANN,PANT,55.042400360107,-131.57200622559,36,-08:00,AKDT
3478,Caribou Municipal Airport,Caribou,United States,CAR,KCAR,46.8714981079,-68.0178985596,190,-04:00,EDT
3479,Little Rock Air Force Base,Jacksonville,United States,LRF,KLRF,34.9169006348,-92.1496963501,94,-04:00,EDT
3480,Redstone Army Air Field,Huntsville,United States,HUA,KHUA,34.67869949,-86.68479919,208,-05:00,CDT
3481,Pope Field,Fort Bragg,United States,POB,KPOB,35.1708984375,-79.014503479004,66,-04:00,EDT
3482,Dalhart Municipal Airport,Dalhart,United States,DHT,KDHT,36.0225982666,-102.54699707,1216,-05:00,CDT
3483,DLF Airport,Del Rio,United States,DLF,KDLF,29.359501,-100.778002,329,-05:00,CDT
3484,Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,33.942501,-118.407997,38,-07:00,PDT
3485,Anniston Regional Airport,Anniston,United States,ANB,KANB,33.5882,-85.8581,186,-05:00,CDT
3486,Cleveland Hopkins International Airport,Cleveland,United States,CLE,KCLE,41.4117012024,-81.8498001099,241,-04:00,EDT
3487,Dover Air Force Base,Dover,United States,DOV,KDOV,39.12950134,-75.46600342,7,-04:00,EDT
3488,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,KCVG,39.0488014221,-84.6678009033,273,-04:00,EDT
3489,Tipton Airport,Fort Meade,United States,FME,KFME,39.0853996277,-76.7593994141,45,-04:00,EDT
3490,China Lake Naws,China,United States,NID,KNID,35.685422,-117.692039,2283,-8,A
3491,Huron Regional Airport,Huron,United States,HON,KHON,44.385200500488,-98.228500366211,392,-05:00,CDT
3492,Juneau International Airport,Juneau,United States,JNU,PAJN,58.354999542236,-134.57600402832,6,-08:00,AKDT
3493,Lafayette Regional Airport,Lafayette,United States,LFT,KLFT,30.20529938,-91.98760223,12,-05:00,CDT
3494,Newark Liberty International Airport,New York City,United States,EWR,KEWR,40.692501068115,-74.168701171875,5,-04:00,EDT
3495,Boise Air Terminal/Gowen Field,Boise,United States,BOI,KBOI,43.5644,-116.223,875,-06:00,MDT
3496,Creech Air Force Base,Indian Springs,United States,INS,KINS,36.5872001648,-115.672996521,954,-04:00,EDT
3497,Garden City Regional Airport,Garden City,United States,GCK,KGCK,37.9275016785,-100.723999023,881,-05:00,CDT
3498,Minot International Airport,Minot,United States,MOT,KMOT,48.259399414062,-101.2799987793,523,-05:00,CDT
3499,Wheeler Army Airfield,Wahiawā,United States,HHI,PHHI,21.48349953,-158.0399933,255,-10:00,HST
3500,Maxwell Air Force Base,Montgomery,United States,MXF,KMXF,32.3829,-86.365799,52,-05:00,CDT
3501,Straubing Airport,Straubing,Germany,RBM,EDMS,48.900833129883,12.516667366028,319,+02:00,CEST
3502,Dallas Love Field,Dallas,United States,DAL,KDAL,32.847099,-96.851799,148,-05:00,CDT
3503,Butts AAF (Fort Carson) Air Field,Colorado Springs,United States,FCS,KFCS,38.67839813,-104.7570038,1779,-06:00,MDT
3504,Helena Regional Airport,Helena,United States,HLN,KHLN,46.606800079346,-111.98300170898,1181,-06:00,MDT
3505,Miramar Marine Corps Air Station - Mitscher Field,San Diego,United States,NKX,KNKX,32.86840057,-117.1429977,145,-07:00,PDT
3506,Luke Air Force Base,Phoenix,United States,LUF,KLUF,33.5349998474,-112.383003235,330,-07:00,MST
3507,RAF Linton-On-Ouse,Harrogate,United Kingdom,HRT,EGXU,54.0489006042,-1.2527500391,16,+01:00,BST
3508,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,United States,HHR,KHHR,33.922798,-118.334999,20,-07:00,PDT
3509,Houlton International Airport,Houlton,United States,HUL,KHUL,46.1231002808,-67.792098999,149,-04:00,EDT
3510,Vance Air Force Base,Enid,United States,END,KEND,36.3391990662,-97.9164962769,398,-05:00,CDT
3511,Point Mugu Naval Air Station (Naval Base Ventura Co),Port Hueneme,United States,NTD,KNTD,34.120300293,-119.121002197,3,-07:00,PDT
3512,Edwards Air Force Base,Edwards,United States,EDW,KEDW,34.905399,-117.884003,704,-06:00,MDT
3513,Lake Charles Regional Airport,Lake Charles,United States,LCH,KLCH,30.126100540161,-93.223297119141,4,-05:00,CDT
3514,Ellison Onizuka Kona International At Keahole Airport,Kailua-Kona,United States,KOA,PHKO,19.738783,-156.045603,14,-10:00,HST
3515,Myrtle Beach International Airport,Myrtle Beach,United States,MYR,KMYR,33.6796989441,-78.9282989502,7,-04:00,EDT
3516,Lemoore Naval Air Station (Reeves Field) Airport,Lemoore,United States,NLC,KNLC,36.33300018,-119.9520035,70,-07:00,PDT
3517,Nantucket Memorial Airport,Nantucket,United States,ACK,KACK,41.25310135,-70.06020355,14,-04:00,EDT
3518,Felker Army Air Field,Fort Eustis,United States,FAF,KFAF,37.1324996948,-76.6088027954,3,-04:00,EDT
3519,Campbell AAF (Fort Campbell) Air Field,Hopkinsville,United States,HOP,KHOP,36.668598175,-87.4962005615,174,-05:00,CDT
3520,Ronald Reagan Washington National Airport,Washington,United States,DCA,KDCA,38.8521,-77.037697,4,-04:00,EDT
3521,Patuxent River Naval Air Station (Trapnell Field),Patuxent,United States,NHK,KNHK,38.285999,-76.411797,11,-04:00,EDT
3522,Palacios Municipal Airport,Palacios,United States,PSX,KPSX,28.727500915527,-96.250999450684,4,-05:00,CDT
3523,Arkansas International Airport,Blytheville,United States,BYH,KBYH,35.9642982483,-89.9440002441,77,-05:00,CDT
3524,Atlantic City International Airport,Atlantic City,United States,ACY,KACY,39.457599639893,-74.577201843262,22,-04:00,EDT
3525,Tinker Air Force Base,Oklahoma City,United States,TIK,KTIK,35.414699554443,-97.386596679688,393,-05:00,CDT
3526,Elizabeth City Regional Airport & Coast Guard Air Station,Elizabeth City,United States,ECG,KECG,36.26060104,-76.17459869,3,-04:00,EDT
3527,Pueblo Memorial Airport,Pueblo,United States,PUB,KPUB,38.289100646973,-104.49700164795,1440,-06:00,MDT
3528,Presque Isle International Airport,Presque Isle,United States,PQI,KPQI,46.688999,-68.0448,162,-04:00,EDT
3529,Kirtland Air Force Base,Kirtland A.f.b.,United States,IKR,KIKR,35.040222,-106.609194,5355,-7,A
3530,Gray Army Air Field,Tacoma,United States,GRF,KGRF,47.07920074,-122.5810013,91,-07:00,PDT
